timestamp,bus_0,bus_1,bus_2,bus_3,bus_4,bus_5,bus_6,bus_7,bus_8,bus_9,bus_10,bus_11,bus_12,bus_13,bus_14,bus_15,bus_16,bus_17,bus_18,bus_19,bus_20,bus_21,bus_22,bus_23,bus_24,bus_25,bus_26,bus_27,bus_28,bus_29,bus_30,bus_31,bus_32,bus_33,bus_34,bus_35,bus_36,bus_37,bus_38,bus_39,bus_40,bus_41,bus_42,bus_43
2000-01-01 00:00:00,1.0,1.0,0.9981842654612034,0.9973168754300132,0.996449504218103,0.9955995313650361,0.9949409645322834,0.9942824085983942,0.9937119966996835,0.9931415930075791,0.9925711975362289,0.992076396601247,0.9963826419755673,0.9947402959849174,0.9938810957739274,0.9930219308233541,0.9922855318567039,0.9939433402014625,0.9922804010222147,0.9901726494302279,1.0,0.9985123313240768,0.9959846961976626,1.0,0.9979850229491244,0.9962591077430317,0.9945332094850712,0.9941040784658101,0.9936749484660525,0.9935381750063292,0.9934014016497121,0.993264628396244,0.9932031673177243,0.9914913093478395,0.9890194736240011,0.9857010135872192,0.9886902979648013,0.9906505169137052,0.9929894098198075,0.9928777713790465,0.9921424475949617,0.9927130102220858,0.9930040153602248,0.992990485659133
2000-01-01 00:15:00,1.0,1.0,0.9985079134254479,0.9976608270379725,0.9968137585686595,0.9960125559135518,0.9953183242304489,0.9946241046545831,0.9940193874780234,0.9934146795239167,0.9928099808091149,0.992276550301142,0.9966373720955181,0.9955324360174364,0.9950523271187441,0.9945722292333751,0.994160725537977,0.9942798145754866,0.9925358325469987,0.9902241588918266,1.0,0.9988067782751368,0.9967794335280591,1.0,0.9985646899156653,0.997449607352373,0.9963345317168013,0.9960073122480023,0.9956800933683457,0.9954930718704084,0.9953060505649609,0.9951190294521127,0.9950313889767454,0.99448685971674,0.9931591392924152,0.9916451437378017,0.9927137232948463,0.9937196763800632,0.9953513652488984,0.9952794031756531,0.9949724226365453,0.9951731980047316,0.9947751272726292,0.9947281136174899
2000-01-01 00:30:00,1.0,1.0,0.9984982363796444,0.997623812151213,0.9967494070082431,0.9958823962949962,0.9951098794846654,0.9943373776741448,0.9937146689688335,0.9930919700503411,0.992469280937089,0.9918914078614208,0.9967210328897202,0.9954583044909715,0.9950342212709979,0.9946101466460562,0.994246660959672,0.9937611376943326,0.9922969028440333,0.9896680009714619,1.0,0.9979017731158973,0.9943367349095558,1.0,0.998646920084532,0.9979024721364542,0.9971580272436849,0.996835087222025,0.9965121477736514,0.9963150692708314,0.9961179909816857,0.9959209129063419,0.9958574324256371,0.9961696391139557,0.9955336024492349,0.9951498499758215,0.9949786802526484,0.9956496724885506,0.9962170373025931,0.9960938267669492,0.9959633427698402,0.9959119870874396,0.9954586007816922,0.9956377626791233
2000-01-01 00:45:00,1.0,1.0,0.9988967005963314,0.9984276546968595,0.9979586143153211,0.997502003122586,0.9972127189476035,0.9969234368722373,0.9967763766667819,0.9966293170035007,0.9964822578824831,0.9964017784647456,0.9979108186227753,0.9967508438470589,0.9959997114133547,0.995248605882262,0.9946048225998172,0.9963762834956962,0.9962261170012785,0.9960921612680398,1.0,0.9988791934661326,0.996974887665371,1.0,0.9985621572025799,0.9977672046308358,0.9969722555455274,0.9966284740960784,0.9962846932968288,0.9960811958355976,0.9958776986024035,0.9956742015973865,0.995632180674516,0.9959143052796348,0.9953323916636692,0.9950917246700535,0.9947142591788124,0.9952118044134945,0.995955764715871,0.9958017104913782,0.9956976814381795,0.9955743506750111,0.9951154128343478,0.9954867709203539
2000-01-01 01:00:00,1.0,1.0,0.9986571563953622,0.9980670527133878,0.9974769577443997,0.9969309782153483,0.9964920344183658,0.9960530954590493,0.9958053323631627,0.9955575708102257,0.9953098108013905,0.9951667518574983,0.9973072709632985,0.9964505320095345,0.9959700968059819,0.995489672620621,0.995077889243418,0.9953176044826098,0.9949070103877106,0.9946163738481951,1.0,0.9991946230216648,0.9978262533720856,1.0,0.9984137648102637,0.9976848823943546,0.9969560029107764,0.9966461623343603,0.996336322286388,0.9962089202289748,0.9960815182607797,0.995954116381837,0.9959029584413359,0.9959733916789979,0.9952974811856935,0.9949658449347948,0.9946315985740891,0.9955207989884016,0.9959085458730598,0.9956915698715312,0.9955974449433364,0.9953713484768495,0.9956902789555334,0.995725930469106
2000-01-01 01:15:00,1.0,1.0,0.998617482056326,0.9981796545208468,0.9977418318016166,0.9973469052467242,0.9971454725219027,0.996944040814824,0.9967775781143808,0.9966111161096985,0.9964446548011263,0.996353098515542,0.9975768214466753,0.9964782407313657,0.9956096120968193,0.9947410194370742,0.9939965401474877,0.9968095139881202,0.996156485000247,0.9960008659965399,1.0,0.9988138623407659,0.9967985539735809,1.0,0.9984420071728931,0.9973587555978713,0.9962755105722183,0.9959293025982109,0.9955830952851773,0.9954626024660478,0.995342109726773,0.9952216170673817,0.9951490099438163,0.9945469740373346,0.9931061418279323,0.9913739949882127,0.9927119647226974,0.9941225416691616,0.9950538384686899,0.9949038447065568,0.9944941180130362,0.9946824774480328,0.9950559132774559,0.9948977575735208
2000-01-01 01:30:00,1.0,1.0,0.9990873906289802,0.9987628281525815,0.9984382683149404,0.9981848194045357,0.9980179500307438,0.997851081354771,0.9976842133768988,0.9975173460975469,0.9973504795170649,0.997256527265158,0.998164701678345,0.9977961873291813,0.997407562446993,0.9970189447662995,0.9966858496352446,0.9978510813550366,0.9970699683908657,0.996895076880677,1.0,0.998524826437922,0.9960184216583734,1.0,0.9981001654150043,0.9969777327950597,0.9958553072352108,0.9955858307926674,0.9953163547495457,0.9951390762022762,0.9949617978280079,0.9947845196268333,0.9946858121647272,0.9938548697924939,0.9922322617139008,0.9903139861481413,0.9917559729601255,0.993297482484927,0.9951001777783892,0.9949824836969088,0.9949548338431458,0.9948087854000955,0.9945126305095177,0.9943442392160244
2000-01-01 01:45:00,1.0,1.0,0.9991141553595632,0.9988231229438632,0.9985320926465461,0.9982895569398494,0.9980685371045992,0.997847518493273,0.9976265011066842,0.9974054849456473,0.9971844700109769,0.9970530459785808,0.9983455342604397,0.9981929910705023,0.9980964256458746,0.9979998606660886,0.9979170910375634,0.9978475184932729,0.9968398016098587,0.9965474312142298,1.0,0.9980239203129098,0.9946664245357791,1.0,0.9982441900141686,0.9972804737141898,0.9963167625812982,0.9960253444717833,0.995733926829425,0.9955639568091168,0.9953939869477921,0.9952240172455332,0.9951618290208688,0.9947401401104562,0.9935177554476904,0.9921353684175996,0.9930961738528656,0.9942174788089638,0.9954491642458643,0.9953691505019767,0.9951469895362116,0.9952510623297086,0.9948510435011275,0.9949466310958942
2000-01-01 02:00:00,1.0,1.0,0.9990114764013229,0.9986417922137724,0.9982721114429582,0.9979449471725845,0.9976488029860202,0.9973526609975106,0.9970565212090141,0.9967603836224923,0.9964642482399075,0.9962513852612369,0.998108556624859,0.9978057257082601,0.9976665051684489,0.9975272855535379,0.997407955191482,0.9973526609975106,0.9961438918797212,0.995432444229848,1.0,0.9986887159155385,0.9964607736734354,1.0,0.9982244558643527,0.9974593914139929,0.9966943301919657,0.9963492538220099,0.9960041781073529,0.9958253241907927,0.9956464704502507,0.9954676168858214,0.9954055498022765,0.9957095072854918,0.9951785519997062,0.9949979870473408,0.9945755217359268,0.9950397167070141,0.9956144274446842,0.9954848013669391,0.9952305301042572,0.9952934934064486,0.9950634808460238,0.9951907710840893
2000-01-01 02:15:00,1.0,1.0,0.9983318200751242,0.9979426240850443,0.9975534318877284,0.9972134899251883,0.9969499536436508,0.996686419104124,0.9964561830081906,0.9962259482437463,0.9959957148117138,0.9958603538371122,0.9973639723668536,0.9968705359369022,0.9965275875570658,0.9961846447914673,0.9958906983223936,0.9965583218056356,0.995630727173001,0.9953395924080244,1.0,0.998745748500601,0.9966147093121274,1.0,0.998077572610956,0.9970430184604481,0.9960084702382288,0.9955499679140112,0.9950914667529194,0.9949646721880752,0.9948378777117065,0.9947110833238466,0.9946554681401868,0.994657652310817,0.993827914945866,0.9932549725961706,0.9931763243605525,0.9938887115173463,0.9943136526584565,0.9941389351531777,0.9934236075563777,0.9938810798704506,0.9944647723899556,0.9944630160382815
