synthetic_time,dwelling_01,dwelling_02,dwelling_03,dwelling_04,dwelling_05,dwelling_06,dwelling_07,dwelling_08,dwelling_09,dwelling_10,dwelling_11,dwelling_12,dwelling_13,dwelling_14,dwelling_15
2000-01-01 00:00:00,0.40428401011953136,0.1885501585642795,0.46465270794763497,0.29547987605423576,0.20942372552161428,1.2254954537050777,0.2452201824718536,0.20003633622170205,1.6803090949452069,0.230747277904736,0.5963407481746207,0.4238731800085402,0.22625905048135658,0.23669237588864783,0.3658149619636796
2000-01-01 00:15:00,0.26037962720780694,0.4975321149226104,0.26014314001185546,0.30013182226107693,0.19748501058228246,1.3212459470412488,0.1968444344961373,0.17472119344912898,0.7712993246270766,0.31349905945800105,0.5458203442262299,0.1901915818943709,0.14620858441259632,0.3128926792220351,0.5225479435410537
2000-01-01 00:30:00,0.2502906643064903,0.08004168292133107,0.22980738870855952,0.5020672531657198,0.12414442270351347,1.430528934063888,0.34528020958124084,0.2511043193148307,0.19620188599051142,0.39146255813995406,0.3706580213352935,0.12745698041487324,0.2505167198184302,0.42091248182807683,0.3788417432897515
2000-01-01 00:45:00,0.277618443792649,0.13498965786418993,0.40716447358007096,0.4779795148662439,0.18519934634094365,0.2005088529185748,0.18493502815139135,0.26569571849439816,0.12303985376381749,0.43593633619273076,0.5005532618532162,0.12962728932479076,0.3131220451519949,0.5085721844453254,0.2507359792735322
2000-01-01 01:00:00,0.32718851640209223,0.4789561361618788,0.2605601060416811,0.641820953712058,0.29085297839733376,0.35589534909171233,0.1330039185403004,0.3347602380195617,0.16952533154337546,0.4695719850613784,0.3225897212327014,0.15624033265188772,0.4409201583447358,0.24026900517984792,0.30532947940949495
2000-01-01 01:15:00,0.4281208971417503,0.4658824407078022,0.47056114776545016,0.1175715330363043,0.20834272699007647,0.2280850730081703,0.19567959844687785,0.22542430111811923,0.8821857600117262,0.27743550332838063,0.3020936466914871,0.2807868396044083,0.30459600243484486,0.15080608484200236,0.43298637911207793
2000-01-01 01:30:00,0.26385289469163903,0.772828285594352,0.2111103105717443,0.0,0.20299162499606963,0.23426410443886098,0.24316891374079602,0.3305755203493745,0.9759287945804662,0.33490449208747747,0.39639398173557927,0.07294768174379784,0.23903551009847265,0.24730850402187593,0.5883071529340753
2000-01-01 01:45:00,0.2690166910983904,0.5271257446937092,0.05252316944739743,0.0,0.24936102042897682,0.3275848667898829,0.32528944940213117,0.32627929846041803,0.7046038918575508,0.296838223410118,0.3720429252389767,0.15168882460870786,0.16258008921681094,0.3393683424653011,0.3708721005635386
2000-01-01 02:00:00,0.2759467559637516,0.46201910110500133,0.07568483387369457,0.0,0.2316100517515875,0.5299895119567836,0.21625077599826598,0.3888649103663544,0.09230453728934987,0.4252264948290385,0.4771643404370749,0.19272829697321542,0.26339718245130117,0.36780089927668813,0.3702404743979248
2000-01-01 02:15:00,0.5907516607795102,0.5347966163831699,0.18615006236087145,0.111924163278673,0.26374118863463525,0.3369892412076485,0.206877700982177,0.36285107732220756,0.2923691288993944,0.4588213982536564,0.547163721530157,0.4460089382857486,0.3545162170552243,0.22403222984271456,0.33151106103849604
